,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
4381,NitroPCR,health care information technology|mobile|mobile health,205000.0,operating,USA,AL,2,2013-03-01,2015-08-27,1,909 days 00:00:00.000000000,909 days 00:00:00.000000000,102500.0,909.0,909,1,1.0,healthcare,South
4382,Niveus Medical,biotechnology,4205538.0,operating,USA,CA,3,2011-09-15,2014-08-14,0,687 days 00:00:00.000000000,532 days 00:00:00.000000000,1401846.0,532.0,687,1,5.0,biotech,West
4383,NJOY,hardware + software|health and wellness,165000000.0,operating,USA,AZ,3,2012-04-09,2014-02-28,1,427 days 00:00:00.000000000,345 days 00:00:00.000000000,55000000.0,345.0,427,1,6.0,healthcare,West
4384,NKT Therapeutics,biotechnology,12000000.0,operating,USA,MA,2,2009-03-16,2010-08-25,1,527 days 00:00:00.000000000,527 days 00:00:00.000000000,6000000.0,527.0,527,0,2.0,biotech,Northeast
4385,NMT Medical,biotechnology,5759760.0,closed,USA,MA,1,2010-03-01,2010-03-01,1,0 days 00:00:00.000000000,,5759760.0,0.0,0,0,1.0,biotech,Northeast
4386,Knopp Biosciences LLC,biotechnology,108442730.0,operating,USA,PA,6,2006-01-01,2015-07-08,1,751 days 00:00:00.000000000,695 days 00:00:00.000000000,18073788.333333332,695.0,751,1,3.0,biotech,Northeast
4387,No World Borders,cloud computing|consulting|electronic health records|health and insurance|hospitals|saas,100000.0,operating,USA,CA,1,2010-10-06,2010-10-06,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,West
4388,Nobilis Health,health care,25000000.0,ipo,USA,TX,1,2015-04-02,2015-04-02,1,0 days 00:00:00.000000000,,25000000.0,0.0,0,1,1.0,healthcare,South
4389,Nobl,health and wellness|health care|professional services|software,870280.0,operating,USA,NE,3,2013-06-02,2015-05-13,1,213 days 00:00:00.000000000,355 days 00:00:00.000000000,290093.3333333333,355.0,213,1,5.0,healthcare,Midwest
4390,Noble Biomaterials,biotechnology,8000000.0,operating,USA,PA,2,2012-02-10,2013-07-01,1,507 days 00:00:00.000000000,507 days 00:00:00.000000000,8000000.0,507.0,507,1,4.0,biotech,Northeast
4391,Noble Life Sciences,biotechnology,335000.0,operating,USA,MD,2,2010-12-14,2013-01-01,1,749 days 00:00:00.000000000,749 days 00:00:00.000000000,167500.0,749.0,749,0,1.0,biotech,South
4392,Nobles Medical Technologies,health care,398914.0,operating,USA,CA,1,2012-10-29,2012-10-29,1,0 days 00:00:00.000000000,,398914.0,0.0,0,0,1.0,healthcare,West
4393,Nodality,biotechnology|health diagnostics,27039999.0,operating,USA,CA,5,2006-08-17,2011-08-08,1,1245 days 00:00:00.000000000,454 days 06:00:00.000000000,5407999.8,454.0,1245,0,5.0,healthcare,West
4394,Nohla Therapeutics,biotechnology,20000000.0,operating,USA,WA,1,2015-12-03,2015-12-03,1,0 days 00:00:00.000000000,,20000000.0,0.0,0,1,1.0,biotech,West
4395,Nommunity,fitness|health and wellness|news|organic|restaurants,25000.0,operating,USA,TX,1,2012-04-02,2012-04-02,1,0 days 00:00:00.000000000,,25000.0,0.0,0,0,1.0,healthcare,South
4396,Noninvasive Medical Technologies,biotechnology,6258682.0,operating,USA,NV,1,2009-09-10,2009-09-10,1,0 days 00:00:00.000000000,,6258682.0,0.0,0,0,1.0,biotech,West
4397,Noninvasix,medical devices,250000.0,operating,USA,TX,1,2015-03-09,2015-03-09,1,0 days 00:00:00.000000000,,17042585.6,0.0,0,1,1.0,medical devices,South
4398,Noom,android|apps|exercise|fitness|health and wellness|mobile|software|startups|technology,28359160.0,operating,USA,NY,7,2011-06-01,2015-04-01,1,183 days 00:00:00.000000000,233 days 08:00:00.000000000,7089790.0,233.0,183,1,14.0,healthcare,Northeast
4399,Noora Health,health care|hospitals,100000.0,operating,USA,CA,1,2014-01-01,2014-01-01,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,1,1.0,healthcare,West
4400,Nora Therapeutics,biotechnology,20932000.0,operating,USA,CA,2,2010-06-02,2014-04-17,1,1415 days 00:00:00.000000000,1415 days 00:00:00.000000000,10466000.0,1415.0,1415,1,5.0,biotech,West
4401,Norak Biosciences,biotechnology,13000000.0,closed,USA,NC,1,2002-02-05,2002-02-05,1,0 days 00:00:00.000000000,,13000000.0,0.0,0,0,6.0,biotech,South
4402,NormOxys,biotechnology,25156708.0,operating,USA,MA,5,2009-04-29,2011-11-21,1,329 days 00:00:00.000000000,234 days 00:00:00.000000000,5031341.6,234.0,329,0,3.0,biotech,Northeast
4403,North American Dental Group,health care,100000.0,operating,USA,PA,1,2015-08-10,2015-08-10,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,1,1.0,healthcare,Northeast
4404,North Carolina Biotechnology Center,biotechnology,2033000.0,operating,USA,NC,2,2015-02-03,2015-02-03,1,0 days 00:00:00.000000000,,1016500.0,0.0,0,1,1.0,biotech,South
4405,North Dallas Surgical Center,health diagnostics|hospitals|medical professionals,1080000.0,operating,USA,TN,1,2010-08-09,2010-08-09,0,0 days 00:00:00.000000000,,1080000.0,0.0,0,0,1.0,medical/pharma,South
4406,North Georgia Healthcare Center,health and wellness,175200.0,operating,USA,GA,1,2014-02-12,2014-02-12,1,0 days 00:00:00.000000000,,175200.0,0.0,0,1,1.0,healthcare,South
4407,North Palm Beach County Surgery Center,health and wellness,192000.0,operating,USA,FL,1,2010-11-09,2010-11-09,1,0 days 00:00:00.000000000,,192000.0,0.0,0,0,1.0,healthcare,South
4408,North Shore InnoVentures,biotechnology,311500.0,operating,USA,MA,2,2011-08-16,2013-06-25,1,679 days 00:00:00.000000000,679 days 00:00:00.000000000,155750.0,679.0,679,1,2.0,biotech,Northeast
4409,NorthStar Anesthesia,healthcare services|medical|services,50000.0,operating,USA,TX,1,2013-10-10,2013-10-10,1,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,1.0,medical/pharma,South
4410,Northstar Biosciences,biotechnology,163800.0,operating,USA,CT,1,2011-09-30,2011-09-30,1,0 days 00:00:00.000000000,,163800.0,0.0,0,0,1.0,biotech,Northeast
4411,Northwest Biotherapeutics,biotechnology,113895000.0,ipo,USA,MD,5,2010-12-09,2015-04-03,1,1083 days 00:00:00.000000000,394 days 00:00:00.000000000,22779000.0,394.0,1083,1,1.0,biotech,South
4412,Northwest Medical Isotopes,health care,830000.0,operating,USA,OR,1,2013-01-08,2013-01-08,1,0 days 00:00:00.000000000,,830000.0,0.0,0,0,1.0,healthcare,West
4413,Nortis,biotechnology,2651095.0,operating,USA,WA,3,2014-03-26,2015-03-19,1,107 days 00:00:00.000000000,179 days 00:00:00.000000000,883698.3333333334,179.0,107,1,1.0,biotech,West
4414,Notable Labs,biotechnology|health and wellness|health care|testing,120000.0,operating,USA,CA,2,2014-12-01,2015-09-01,1,274 days 00:00:00.000000000,274 days 00:00:00.000000000,120000.0,274.0,274,1,3.0,healthcare,West
4415,NotesFirst,health and wellness,170118.0,operating,USA,CA,2,2012-02-26,2014-10-07,1,954 days 00:00:00.000000000,954 days 00:00:00.000000000,85059.0,954.0,954,1,1.0,healthcare,West
4416,Nova Medical Centers,health care,100000.0,operating,USA,IN,1,2010-01-01,2010-01-01,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,Midwest
4417,NovaBay Pharmaceuticals,health care,15134300.0,ipo,USA,CA,1,2015-03-19,2015-03-19,1,0 days 00:00:00.000000000,,15134300.0,0.0,0,1,1.0,healthcare,West
4418,NovaCardia,healthcare services|medical|pharmaceuticals,48000000.0,acquired,USA,CA,1,2006-09-24,2006-09-24,0,0 days 00:00:00.000000000,,48000000.0,0.0,0,1,6.0,medical/pharma,West
4419,Novacea,biotechnology,35000000.0,operating,USA,CA,1,2004-01-08,2004-01-08,0,0 days 00:00:00.000000000,,35000000.0,0.0,0,1,6.0,biotech,West
4420,Novacept,health care|hospitals|medical,30000000.0,acquired,USA,CA,1,2002-03-04,2002-03-04,1,0 days 00:00:00.000000000,,30000000.0,0.0,0,1,2.0,medical/pharma,West
4421,NovaDigm Therapeutics,biotechnology,34588274.0,operating,USA,ND,2,2013-02-20,2013-10-03,1,225 days 00:00:00.000000000,225 days 00:00:00.000000000,17294137.0,225.0,225,1,2.0,biotech,Midwest
4422,Novadiol,biotechnology,1095000.0,operating,USA,KS,1,2014-07-11,2014-07-11,0,0 days 00:00:00.000000000,,1095000.0,0.0,0,1,1.0,biotech,Midwest
4423,Novaerus,diagnostics|health care|medical devices,10000000.0,operating,USA,IL,1,2014-11-19,2014-11-19,1,0 days 00:00:00.000000000,,10000000.0,0.0,0,1,2.0,medical devices,Midwest
4424,Novalar Pharmaceuticals,biotechnology,31000999.0,operating,USA,CA,2,2007-11-02,2010-07-16,0,987 days 00:00:00.000000000,987 days 00:00:00.000000000,15500499.5,987.0,987,0,3.0,biotech,West
4425,Novalere FP,business development|health care|information services|technology,6500000.0,operating,USA,MA,1,2013-03-11,2013-03-11,1,0 days 00:00:00.000000000,,6500000.0,0.0,0,0,1.0,healthcare,Northeast
4426,Novan,biotechnology|pharmaceuticals,86825085.0,operating,USA,NC,7,2009-07-01,2015-03-30,1,566 days 00:00:00.000000000,349 days 16:00:00.000000000,12403583.57142857,349.0,566,1,1.0,medical/pharma,South
4427,NovaRay Medical,health care,7200000.0,operating,USA,CA,2,2009-11-01,2010-03-26,1,145 days 00:00:00.000000000,145 days 00:00:00.000000000,3600000.0,145.0,145,0,1.0,healthcare,West
4428,Novare Surgical,health care,16000000.0,closed,USA,CA,1,2006-10-04,2006-10-04,1,0 days 00:00:00.000000000,,16000000.0,0.0,0,0,6.0,healthcare,West
4429,NovaSom,biotechnology,46077411.0,operating,USA,MD,3,2011-01-21,2014-06-06,1,157 days 00:00:00.000000000,616 days 00:00:00.000000000,15359137.0,616.0,157,1,3.0,biotech,South
4430,NovaSys,biotechnology,49500000.0,closed,USA,AR,1,2008-05-16,2008-05-16,1,0 days 00:00:00.000000000,,49500000.0,0.0,0,0,10.0,biotech,South
4431,NOVASYS MEDICAL,health care,70447308.0,closed,USA,CA,3,2004-04-30,2012-01-11,1,1902 days 00:00:00.000000000,1406 days 00:00:00.000000000,23482436.0,1406.0,1902,0,7.0,healthcare,West
4432,NovaTarg Therapeutics,biotechnology,3200000.0,operating,USA,NC,1,2015-09-29,2015-09-29,1,0 days 00:00:00.000000000,,3200000.0,0.0,0,1,1.0,biotech,South
4433,NovaTract Surgical,health care,4370000.0,operating,USA,CT,6,2010-11-10,2015-02-20,1,126 days 00:00:00.000000000,312 days 14:24:00.000000000,728333.3333333334,312.0,126,1,7.0,healthcare,Northeast
4434,Novavax,bio-pharm|health care|medical|pharmaceuticals,183600000.0,ipo,USA,MD,2,2013-09-13,2015-09-29,0,746 days 00:00:00.000000000,746 days 00:00:00.000000000,91800000.0,746.0,746,1,1.0,medical/pharma,South
4435,Novel Therapeutic Technologies,biotechnology,75000000.0,operating,USA,DE,1,2011-12-19,2011-12-19,1,0 days 00:00:00.000000000,,75000000.0,0.0,0,0,1.0,biotech,South
4436,Novelix Pharmaceuticals,biotechnology,253103.0,operating,USA,CA,1,2009-10-23,2009-10-23,1,0 days 00:00:00.000000000,,253103.0,0.0,0,0,1.0,biotech,West
4437,NovelMed Therapeutics,biotechnology,1430000.0,operating,USA,OH,1,2013-09-11,2013-09-11,1,0 days 00:00:00.000000000,,1430000.0,0.0,0,1,1.0,biotech,Midwest
4438,Novelos Therapeutics,biotechnology,53850000.0,ipo,USA,WI,5,2009-09-09,2014-02-07,1,46 days 00:00:00.000000000,403 days 00:00:00.000000000,10770000.0,403.0,46,1,1.0,biotech,Midwest
4439,Novia CareClinics,health and wellness,3780000.0,operating,USA,IN,3,2009-05-20,2011-06-02,1,266 days 00:00:00.000000000,371 days 12:00:00.000000000,1260000.0,371.0,266,0,1.0,healthcare,Midwest
4440,Novian Health,health and wellness,24700000.0,operating,USA,IL,3,2013-02-03,2015-01-16,1,357 days 00:00:00.000000000,356 days 00:00:00.000000000,8233333.333333333,356.0,357,1,1.0,healthcare,Midwest
4441,NoviMedicine,health and wellness,20000.0,closed,USA,KY,1,2012-06-01,2012-06-01,1,0 days 00:00:00.000000000,,20000.0,0.0,0,0,1.0,healthcare,South
4442,Novira Therapeutics,biotechnology,39495233.0,acquired,USA,PA,4,2011-07-26,2014-12-24,1,607 days 00:00:00.000000000,415 days 16:00:00.000000000,9873808.25,415.0,607,1,7.0,biotech,Northeast
4443,Novita Pharmaceuticals,biotechnology,2000000.0,operating,USA,NY,1,2011-01-01,2011-01-01,0,0 days 00:00:00.000000000,,2000000.0,0.0,0,0,1.0,biotech,Northeast
4444,Novita Therapeutics,biotechnology,4745000.0,operating,USA,KS,5,2009-11-17,2013-10-21,1,59 days 00:00:00.000000000,358 days 12:00:00.000000000,1186250.0,358.0,59,1,1.0,biotech,Midwest
4445,Novocor Medical Systems,biotechnology,961000.0,operating,USA,NC,1,2013-08-30,2013-08-30,1,0 days 00:00:00.000000000,,961000.0,0.0,0,1,1.0,biotech,South
4446,Sample6,biotechnology|health diagnostics,14750000.0,operating,USA,MA,3,2011-05-31,2014-11-14,1,862 days 00:00:00.000000000,631 days 12:00:00.000000000,4916666.666666667,631.0,862,1,5.0,healthcare,Northeast
4447,Novopyxis,biotechnology|medical|therapeutics,343000.0,operating,USA,MA,1,2014-07-22,2014-07-22,1,0 days 00:00:00.000000000,,343000.0,0.0,0,1,1.0,medical/pharma,Northeast
4448,"Novu, LLC",health and wellness|health care|health care information technology,20000000.0,operating,USA,MN,1,2015-04-07,2015-04-07,1,0 days 00:00:00.000000000,,20000000.0,0.0,0,1,2.0,healthcare,Midwest
4449,RevPoint Healthcare Technologies,health care|healthcare services|medical,2050000.0,acquired,USA,TN,2,2008-08-12,2009-04-24,1,255 days 00:00:00.000000000,255 days 00:00:00.000000000,1025000.0,255.0,255,1,1.0,medical/pharma,South
4450,Nu-B-2B,beauty|health and wellness,13500.0,operating,USA,IA,1,2013-11-06,2013-11-06,1,0 days 00:00:00.000000000,,13500.0,0.0,0,1,1.0,healthcare,Midwest
4451,Nu-Med Plus,biotechnology,369153.0,operating,USA,UT,4,2012-03-01,2015-04-22,1,791 days 00:00:00.000000000,382 days 08:00:00.000000000,92288.25,382.0,791,1,1.0,biotech,West
4452,Nu-Pulse,biotechnology,3299800.0,operating,USA,AZ,2,2011-05-19,2014-06-23,1,1131 days 00:00:00.000000000,1131 days 00:00:00.000000000,1649900.0,1131.0,1131,1,1.0,biotech,West
4453,Nuclea Biotechnologies,biotechnology|health diagnostics,27650420.0,operating,USA,MA,9,2009-06-10,2013-02-20,1,555 days 00:00:00.000000000,168 days 21:00:00.000000000,3072268.888888889,168.0,555,0,1.0,healthcare,Northeast
4454,Nucleonics,biotechnology|health care|medical,49200000.0,operating,USA,PA,1,2004-06-02,2004-06-02,0,0 days 00:00:00.000000000,,49200000.0,0.0,0,1,7.0,medical/pharma,Northeast
4455,Nudge,health and wellness,1350000.0,operating,USA,VA,2,2014-03-03,2015-11-23,1,630 days 00:00:00.000000000,630 days 00:00:00.000000000,675000.0,630.0,630,1,1.0,healthcare,South
4456,NudgeRx,health and wellness,679996.0,operating,USA,WA,3,2011-04-07,2012-10-05,1,389 days 00:00:00.000000000,273 days 12:00:00.000000000,226665.33333333334,273.0,389,0,1.0,healthcare,West
4457,Nuelle,health and wellness,15000000.0,operating,USA,CA,2,2014-01-10,2015-04-20,1,465 days 00:00:00.000000000,465 days 00:00:00.000000000,15000000.0,465.0,465,1,2.0,healthcare,West
4458,NuGEN Technologies,biotechnology,18679995.0,operating,USA,CA,4,2003-08-20,2014-09-26,1,2415 days 00:00:00.000000000,1351 days 16:00:00.000000000,4669998.75,1351.0,2415,1,7.0,biotech,West
4459,NuGene International,health and wellness,640000.0,operating,USA,CA,2,2015-05-11,2015-10-08,1,150 days 00:00:00.000000000,150 days 00:00:00.000000000,320000.0,150.0,150,1,1.0,healthcare,West
4460,NuLabel,biotechnology,5548097.0,operating,USA,RI,10,2009-06-01,2015-03-01,1,518 days 00:00:00.000000000,233 days 05:20:00.000000000,1849365.6666666667,233.0,518,1,3.0,biotech,Northeast
4461,NuLife Recovery,health and wellness|internet,300000.0,operating,USA,CA,1,2013-07-06,2013-07-06,1,0 days 00:00:00.000000000,,300000.0,0.0,0,1,1.0,healthcare,West
4462,Numblebee,health care|manufacturing|medical,120000.0,operating,USA,AR,1,2010-06-16,2010-06-16,1,0 days 00:00:00.000000000,,120000.0,0.0,0,0,1.0,medical/pharma,South
4463,NuMe Health,biotechnology,2175000.0,closed,USA,LA,2,2011-07-26,2012-05-16,1,295 days 00:00:00.000000000,295 days 00:00:00.000000000,1087500.0,295.0,295,0,1.0,biotech,South
4464,NuMedii,biotechnology,5500000.0,operating,USA,CA,2,2013-06-26,2015-08-17,1,782 days 00:00:00.000000000,782 days 00:00:00.000000000,2750000.0,782.0,782,1,5.0,biotech,West
4465,Numerate,biotechnology,13740487.0,operating,USA,CA,2,2009-03-01,2014-06-06,1,1923 days 00:00:00.000000000,1923 days 00:00:00.000000000,6870243.5,1923.0,1923,1,4.0,biotech,West
4466,Numira Biosciences,biotechnology,5782738.0,operating,USA,UT,3,2007-03-21,2013-03-07,1,848 days 00:00:00.000000000,1089 days 00:00:00.000000000,2891369.0,1089.0,848,0,4.0,biotech,West
4467,Nuon Therapeutics,biotechnology,48050000.0,operating,USA,CA,4,2007-07-20,2010-08-12,1,283 days 00:00:00.000000000,373 days 00:00:00.000000000,12012500.0,373.0,283,0,3.0,biotech,West
4468,Nuovo Biologics,biotechnology,1000000.0,operating,USA,FL,1,2011-04-18,2011-04-18,1,0 days 00:00:00.000000000,,1000000.0,0.0,0,0,1.0,biotech,South
4469,NuPathe,biotechnology|healthcare services,93062500.0,acquired,USA,PA,5,2006-09-12,2012-10-23,1,681 days 00:00:00.000000000,558 days 06:00:00.000000000,18612500.0,558.0,681,1,7.0,healthcare,Northeast
4470,NuPotential,biotechnology,725000.0,operating,USA,LA,2,2013-06-12,2014-03-05,1,266 days 00:00:00.000000000,266 days 00:00:00.000000000,362500.0,266.0,266,1,1.0,biotech,South
4471,Nura,biotechnology,9500000.0,operating,USA,WA,1,2004-09-23,2004-09-23,1,0 days 00:00:00.000000000,,9500000.0,0.0,0,1,4.0,biotech,West
4472,Nurep Inc.,health care information technology|hospitals|medical devices|mobile|mobile health|physicians,1524000.0,operating,USA,CA,1,2015-01-28,2015-01-28,1,0 days 00:00:00.000000000,,1524000.0,0.0,0,1,5.0,medical devices,West
4473,Nurix,biotechnology,28200000.0,operating,USA,CA,2,2012-05-17,2014-05-22,1,735 days 00:00:00.000000000,735 days 00:00:00.000000000,14100000.0,735.0,735,1,2.0,biotech,West
4474,Nuro Pharma,biotechnology,738384.0,closed,USA,NV,2,2012-07-11,2013-06-19,1,343 days 00:00:00.000000000,343 days 00:00:00.000000000,369192.0,343.0,343,0,1.0,biotech,West
4475,Nuron Biotech,biotechnology,52705658.0,operating,USA,PA,2,2013-01-03,2014-02-12,1,405 days 00:00:00.000000000,405 days 00:00:00.000000000,26352829.0,405.0,405,1,1.0,biotech,Northeast
4476,NurseGrid,business analytics|health care|hospitals|saas,1160000.0,operating,USA,OR,1,2015-06-22,2015-06-22,1,0 days 00:00:00.000000000,,1160000.0,0.0,0,1,1.0,healthcare,West
4477,Nursing Home Quality,fitness|healthcare services|medical,225000.0,operating,USA,CO,1,2009-08-11,2009-08-11,0,0 days 00:00:00.000000000,,225000.0,0.0,0,0,1.0,medical/pharma,West
4478,NuScriptRx,health care,30479384.0,operating,USA,TN,7,2009-09-18,2013-06-11,1,731 days 00:00:00.000000000,227 days 00:00:00.000000000,5079897.333333333,227.0,731,1,8.0,healthcare,South
4479,Nusirt,biotechnology|manufacturing|medical,13983353.0,operating,USA,TN,5,2012-06-01,2015-05-13,1,92 days 00:00:00.000000000,269 days 00:00:00.000000000,2796670.6,269.0,92,1,5.0,medical/pharma,South
4480,Nutech Medical,biotechnology,325000.0,operating,USA,AL,1,2011-02-01,2011-02-01,1,0 days 00:00:00.000000000,,325000.0,0.0,0,0,1.0,biotech,South
4481,Nutek Orthopaedics,biotechnology,3474998.0,operating,USA,FL,2,2009-04-30,2012-07-17,1,1174 days 00:00:00.000000000,1174 days 00:00:00.000000000,1737499.0,1174.0,1174,0,1.0,biotech,South
4482,NutraMed,biotechnology,12500000.0,operating,USA,CA,1,2014-01-05,2014-01-05,1,0 days 00:00:00.000000000,,12500000.0,0.0,0,1,2.0,biotech,West
4483,Nutraspace,health and wellness,600000.0,operating,USA,TX,1,2011-10-20,2011-10-20,1,0 days 00:00:00.000000000,,600000.0,0.0,0,0,1.0,healthcare,South
4484,Nutrisystem,health and wellness,300000.0,ipo,USA,PA,1,2002-12-20,2002-12-20,1,0 days 00:00:00.000000000,,300000.0,0.0,0,1,1.0,healthcare,Northeast
4485,Nutritionix,fitness|groceries|health and wellness|nutrition,120000.0,operating,USA,DC,1,2011-06-01,2011-06-01,1,0 days 00:00:00.000000000,,120000.0,0.0,0,0,1.0,healthcare,South
4486,NuVasive,biotechnology|health care,65262984.0,ipo,USA,CA,3,2002-06-01,2011-10-19,1,712 days 00:00:00.000000000,1713 days 12:00:00.000000000,21754328.0,1713.0,712,1,1.0,healthcare,West
4487,Nuvilex,biotechnology,1136000.0,operating,USA,MD,1,2013-12-27,2013-12-27,1,0 days 00:00:00.000000000,,1136000.0,0.0,0,1,1.0,biotech,South
4488,NuvoMed,health care,925653.0,operating,USA,WA,2,2014-01-22,2015-04-13,1,446 days 00:00:00.000000000,446 days 00:00:00.000000000,462826.5,446.0,446,1,1.0,healthcare,West
4489,Nvigen,biotechnology|clinical trials|life sciences|nanotechnology,1116749.0,operating,USA,CA,2,2014-02-18,2014-03-18,1,28 days 00:00:00.000000000,28 days 00:00:00.000000000,1116749.0,28.0,28,1,2.0,medical/pharma,West
4490,NVISION MEDICAL,biotechnology,4279999.0,operating,USA,CA,2,2012-02-07,2013-04-25,0,443 days 00:00:00.000000000,443 days 00:00:00.000000000,2139999.5,443.0,443,0,1.0,biotech,West
4491,NX Pharmagen,biotechnology,6080974.0,operating,USA,KY,3,2012-01-01,2015-03-12,1,540 days 00:00:00.000000000,583 days 00:00:00.000000000,2026991.3333333333,583.0,540,1,1.0,biotech,South
4492,NxThera,health care,86600000.0,operating,USA,MN,3,2011-10-04,2015-12-03,1,876 days 00:00:00.000000000,760 days 12:00:00.000000000,28866666.666666668,760.0,876,1,4.0,healthcare,Midwest
4493,Nymirum,biotechnology,550000.0,operating,USA,CA,1,2009-05-22,2009-05-22,1,0 days 00:00:00.000000000,,550000.0,0.0,0,0,1.0,biotech,West
4494,O&P Pro,medical|software,50000.0,operating,USA,IL,1,2014-04-22,2014-04-22,1,0 days 00:00:00.000000000,,50000.0,0.0,0,1,1.0,medical/pharma,Midwest
4495,O2 Medtech,health care,7144321.0,operating,USA,CA,3,2010-05-18,2011-08-30,0,290 days 00:00:00.000000000,234 days 12:00:00.000000000,2381440.3333333335,234.0,290,0,1.0,healthcare,West
4496,Oak Street Health,health care|hospitals,40000000.0,operating,USA,IL,1,2015-03-11,2015-03-11,1,0 days 00:00:00.000000000,,40000000.0,0.0,0,1,2.0,healthcare,Midwest
4497,"Obaa, Inc.",augmented reality|google glass|health care|mobile health|video conferencing|wearables,60000.0,operating,USA,MA,3,2015-01-02,2015-08-24,1,135 days 00:00:00.000000000,117 days 00:00:00.000000000,20000.0,117.0,135,1,3.0,medical devices,Northeast
4498,Obalon Therapeutics,health care,68899998.0,operating,USA,CA,6,2012-03-26,2015-01-14,1,114 days 00:00:00.000000000,204 days 19:12:00.000000000,11483333.0,204.0,114,1,2.0,healthcare,West
4499,Obeo Health,health and wellness|health care|hospitals,4500000.0,operating,USA,CA,1,2014-03-31,2014-03-31,1,0 days 00:00:00.000000000,,4500000.0,0.0,0,1,1.0,healthcare,West
4500,Obesity PPM,health and wellness|medical,50000.0,operating,USA,VA,1,2015-06-18,2015-06-18,1,0 days 00:00:00.000000000,,0.0,0.0,0,1,1.0,medical/pharma,South
4501,OBMedical,health care,2300000.0,operating,USA,FL,1,2014-07-29,2014-07-29,1,0 days 00:00:00.000000000,,2300000.0,0.0,0,1,5.0,healthcare,South
4502,Ocata Therapeutics,biotechnology,10000000.0,acquired,USA,MA,1,2015-08-19,2015-08-19,1,0 days 00:00:00.000000000,,10000000.0,0.0,0,1,1.0,biotech,Northeast
4503,Oceana Therapeutics,biotechnology,3000000.0,acquired,USA,NJ,1,2009-05-26,2009-05-26,1,0 days 00:00:00.000000000,,3000000.0,0.0,0,1,1.0,biotech,Northeast
4504,Oceans Healthcare,health and wellness,17000000.0,operating,USA,LA,1,2013-01-29,2013-01-29,1,0 days 00:00:00.000000000,,17000000.0,0.0,0,0,1.0,healthcare,South
4505,Ocean's Halo,consumer goods|health care,1700000.0,operating,USA,CA,1,2013-11-12,2013-11-12,1,0 days 00:00:00.000000000,,1700000.0,0.0,0,1,6.0,healthcare,West
4506,Ocera Therapeutics,biotechnology,49500150.0,ipo,USA,CA,3,2012-03-30,2015-08-03,1,586 days 00:00:00.000000000,610 days 12:00:00.000000000,16500050.0,610.0,586,1,10.0,biotech,West
4507,Ocimum Biosolutions,biotechnology|health diagnostics,8000000.0,operating,USA,MD,1,2011-01-18,2011-01-18,1,0 days 00:00:00.000000000,,8000000.0,0.0,0,0,2.0,healthcare,South
4508,OCP Collective,medical|service providers|services,6368603.0,operating,USA,NY,5,2011-12-02,2015-06-01,0,252 days 00:00:00.000000000,319 days 06:00:00.000000000,3184301.5,319.0,252,1,1.0,medical/pharma,Northeast
4509,OCS HomeCare,biotechnology,1706573.0,operating,USA,WA,2,2009-04-02,2010-01-19,1,292 days 00:00:00.000000000,292 days 00:00:00.000000000,853286.5,292.0,292,0,1.0,biotech,West
4510,Octagon Research Solutions Inc.,outsourcing|pharmaceuticals|technology,3800000.0,acquired,USA,PA,1,2003-02-07,2003-02-07,1,0 days 00:00:00.000000000,,3800000.0,0.0,0,1,2.0,medical/pharma,Northeast
4511,Octamer,biotechnology,820800.0,operating,USA,CA,1,2009-09-18,2009-09-18,1,0 days 00:00:00.000000000,,820800.0,0.0,0,0,1.0,biotech,West
4512,"Octovis, Inc.",health care|health care information technology|healthcare services|mhealth,180000.0,operating,USA,TN,2,2014-05-01,2014-07-01,1,61 days 00:00:00.000000000,61 days 00:00:00.000000000,90000.0,61.0,61,1,2.0,healthcare,South
4513,OcuCure Therapeutics,biotechnology,1650000.0,operating,USA,VA,5,2010-06-17,2015-10-06,1,369 days 00:00:00.000000000,484 days 06:00:00.000000000,330000.0,484.0,369,1,1.0,biotech,South
4514,Ocular Therapeutix,biotechnology,73300000.0,ipo,USA,MA,6,2009-06-24,2013-06-10,1,7 days 00:00:00.000000000,289 days 09:36:00.000000000,12216666.666666666,289.0,7,1,5.0,biotech,Northeast
4515,Oculeve,biotechnology,32305473.0,acquired,USA,CA,4,2012-05-14,2014-03-16,1,140 days 00:00:00.000000000,223 days 16:00:00.000000000,8076368.25,223.0,140,1,2.0,biotech,West
4516,Oculex Pharmaceuticals,pharmaceuticals,50000.0,acquired,USA,CA,1,2002-08-19,2002-08-19,0,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,1.0,medical/pharma,West
4517,Oculo Therapy,health care|medical|therapeutics,20000.0,operating,USA,TN,1,2012-09-01,2012-09-01,0,0 days 00:00:00.000000000,,20000.0,0.0,0,0,1.0,medical/pharma,South
