,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
4361,NextLevel Health,hospitals,2590000,operating,USA,IL,1,9/23/2015,9/23/2015,1,0 days 00:00:00.000000000,,2590000,0,0,1,1,healthcare,Midwest
4362,"Nextremity Solutions,Inc",medical devices,3000000,operating,USA,IN,1,6/18/2015,6/18/2015,1,0 days 00:00:00.000000000,,3000000,0,0,1,1,medical devices,Midwest
4363,NextStep.io,fitness|health and wellness|quantified self,150000,operating,USA,IA,1,6/1/2013,6/1/2013,1,0 days 00:00:00.000000000,,150000,0,0,0,1,healthcare,Midwest
4364,NextWave Pharmaceuticals,biotechnology,86819000,acquired,USA,CA,3,2/14/2007,10/1/2012,1,1427 days 00:00:00.000000000,1028 days 00:00:00.000000000,28939666.67,1028,1427,1,7,biotech,West
4365,Nexus Biosystems,biotechnology,5000000,acquired,USA,CA,1,6/29/2009,6/29/2009,1,0 days 00:00:00.000000000,,5000000,0,0,1,1,biotech,West
4366,Nexus Dx,biotechnology|health care,9000000,acquired,USA,CA,1,9/28/2009,9/28/2009,1,0 days 00:00:00.000000000,,9000000,0,0,1,1,healthcare,West
4367,NGM Biopharmaceuticals,biotechnology|medical,333988996,operating,USA,CA,7,2/12/2008,3/26/2015,1,679 days 00:00:00.000000000,433 days 04:00:00.000000000,47712713.71,433,679,1,7,medical/pharma,West
4368,NICO,biotechnology,16572736,operating,USA,IN,2,7/26/2009,7/20/2012,1,1090 days 00:00:00.000000000,1090 days 00:00:00.000000000,8286368,1090,1090,0,4,biotech,Midwest
4369,NightHawk Radiology Services,hospitals,25000000,ipo,USA,ID,1,4/7/2004,4/7/2004,1,0 days 00:00:00.000000000,,25000000,0,0,1,1,healthcare,West
4370,Nightingale,analytics|health and wellness|health care information technology|software,780000,operating,USA,CA,3,7/23/2013,3/24/2015,1,358 days 00:00:00.000000000,304 days 12:00:00.000000000,390000,304,358,1,7,healthcare,West
4371,Niiki Pharma,biotechnology|health diagnostics,10488500,operating,USA,FL,3,1/6/2009,8/10/2011,1,429 days 00:00:00.000000000,473 days 00:00:00.000000000,3496166.667,473,429,0,1,healthcare,South
4372,Nimbus Concepts,biotechnology,142500,operating,USA,TX,1,12/7/2011,12/7/2011,1,0 days 00:00:00.000000000,,142500,0,0,0,1,biotech,South
4373,Nimbus Therapeutics,biotechnology,72000000,operating,USA,MA,4,4/29/2010,3/19/2015,1,315 days 00:00:00.000000000,595 days 00:00:00.000000000,18000000,595,315,1,7,biotech,Northeast
4374,NinePoint Medical,health care,82000000,operating,USA,MA,3,10/14/2010,2/9/2015,1,1251 days 00:00:00.000000000,789 days 12:00:00.000000000,27333333.33,789,1251,1,4,healthcare,Northeast
4375,Nipendo,b2b|banking|enterprise software|health care|software|telecommunications,12000000,operating,USA,MA,2,10/16/2009,3/11/2013,1,1242 days 00:00:00.000000000,1242 days 00:00:00.000000000,6000000,1242,1242,0,2,healthcare,Northeast
4376,Nirmidas Biotech,biotechnology|health diagnostics,2000000,operating,USA,CA,1,8/18/2014,8/18/2014,1,0 days 00:00:00.000000000,,2000000,0,0,1,1,healthcare,West
4377,Nitinol Devices & Components,health care,40000000,closed,USA,CA,2,4/26/2011,4/28/2011,1,2 days 00:00:00.000000000,2 days 00:00:00.000000000,20000000,2,2,0,1,healthcare,West
4378,Nitric Bio,biotechnology,18458739,closed,USA,PA,4,3/31/2006,1/20/2012,1,1097 days 00:00:00.000000000,707 days 00:00:00.000000000,4614684.75,707,1097,0,3,biotech,Northeast
4379,AOBiome,biotechnology,1206513,operating,USA,MA,2,3/21/2013,8/28/2014,1,525 days 00:00:00.000000000,525 days 00:00:00.000000000,603256.5,525,525,1,1,biotech,Northeast
4380,NitroMed,pharmaceuticals,31400000,ipo,USA,MA,1,6/13/2001,6/13/2001,0,0 days 00:00:00.000000000,,31400000,0,0,1,7,medical/pharma,Northeast
4381,NitroPCR,health care information technology|mobile|mobile health,205000,operating,USA,AL,2,3/1/2013,8/27/2015,1,909 days 00:00:00.000000000,909 days 00:00:00.000000000,102500,909,909,1,1,healthcare,South
4382,Niveus Medical,biotechnology,4205538,operating,USA,CA,3,9/15/2011,8/14/2014,0,687 days 00:00:00.000000000,532 days 00:00:00.000000000,1401846,532,687,1,5,biotech,West
4383,NJOY,hardware + software|health and wellness,165000000,operating,USA,AZ,3,4/9/2012,2/28/2014,1,427 days 00:00:00.000000000,345 days 00:00:00.000000000,55000000,345,427,1,6,healthcare,West
4384,NKT Therapeutics,biotechnology,12000000,operating,USA,MA,2,3/16/2009,8/25/2010,1,527 days 00:00:00.000000000,527 days 00:00:00.000000000,6000000,527,527,0,2,biotech,Northeast
4385,NMT Medical,biotechnology,5759760,closed,USA,MA,1,3/1/2010,3/1/2010,1,0 days 00:00:00.000000000,,5759760,0,0,0,1,biotech,Northeast
4386,Knopp Biosciences LLC,biotechnology,108442730,operating,USA,PA,6,1/1/2006,7/8/2015,1,751 days 00:00:00.000000000,695 days 00:00:00.000000000,18073788.33,695,751,1,3,biotech,Northeast
4387,No World Borders,cloud computing|consulting|electronic health records|health and insurance|hospitals|saas,100000,operating,USA,CA,1,10/6/2010,10/6/2010,1,0 days 00:00:00.000000000,,21732739.24,0,0,0,1,healthcare,West
4388,Nobilis Health,health care,25000000,ipo,USA,TX,1,4/2/2015,4/2/2015,1,0 days 00:00:00.000000000,,25000000,0,0,1,1,healthcare,South
4389,Nobl,health and wellness|health care|professional services|software,870280,operating,USA,NE,3,6/2/2013,5/13/2015,1,213 days 00:00:00.000000000,355 days 00:00:00.000000000,290093.3333,355,213,1,5,healthcare,Midwest
4390,Noble Biomaterials,biotechnology,8000000,operating,USA,PA,2,2/10/2012,7/1/2013,1,507 days 00:00:00.000000000,507 days 00:00:00.000000000,8000000,507,507,1,4,biotech,Northeast
4391,Noble Life Sciences,biotechnology,335000,operating,USA,MD,2,12/14/2010,1/1/2013,1,749 days 00:00:00.000000000,749 days 00:00:00.000000000,167500,749,749,0,1,biotech,South
4392,Nobles Medical Technologies,health care,398914,operating,USA,CA,1,10/29/2012,10/29/2012,1,0 days 00:00:00.000000000,,398914,0,0,0,1,healthcare,West
4393,Nodality,biotechnology|health diagnostics,27039999,operating,USA,CA,5,8/17/2006,8/8/2011,1,1245 days 00:00:00.000000000,454 days 06:00:00.000000000,5407999.8,454,1245,0,5,healthcare,West
4394,Nohla Therapeutics,biotechnology,20000000,operating,USA,WA,1,12/3/2015,12/3/2015,1,0 days 00:00:00.000000000,,20000000,0,0,1,1,biotech,West
4395,Nommunity,fitness|health and wellness|news|organic|restaurants,25000,operating,USA,TX,1,4/2/2012,4/2/2012,1,0 days 00:00:00.000000000,,25000,0,0,0,1,healthcare,South
4396,Noninvasive Medical Technologies,biotechnology,6258682,operating,USA,NV,1,9/10/2009,9/10/2009,1,0 days 00:00:00.000000000,,6258682,0,0,0,1,biotech,West
4397,Noninvasix,medical devices,250000,operating,USA,TX,1,3/9/2015,3/9/2015,1,0 days 00:00:00.000000000,,17042585.6,0,0,1,1,medical devices,South
4398,Noom,android|apps|exercise|fitness|health and wellness|mobile|software|startups|technology,28359160,operating,USA,NY,7,6/1/2011,4/1/2015,1,183 days 00:00:00.000000000,233 days 08:00:00.000000000,7089790,233,183,1,14,healthcare,Northeast
4399,Noora Health,health care|hospitals,100000,operating,USA,CA,1,1/1/2014,1/1/2014,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,1,healthcare,West
4400,Nora Therapeutics,biotechnology,20932000,operating,USA,CA,2,6/2/2010,4/17/2014,1,1415 days 00:00:00.000000000,1415 days 00:00:00.000000000,10466000,1415,1415,1,5,biotech,West
4401,Norak Biosciences,biotechnology,13000000,closed,USA,NC,1,2/5/2002,2/5/2002,1,0 days 00:00:00.000000000,,13000000,0,0,0,6,biotech,South
4402,NormOxys,biotechnology,25156708,operating,USA,MA,5,4/29/2009,11/21/2011,1,329 days 00:00:00.000000000,234 days 00:00:00.000000000,5031341.6,234,329,0,3,biotech,Northeast
4403,North American Dental Group,health care,100000,operating,USA,PA,1,8/10/2015,8/10/2015,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,1,healthcare,Northeast
4404,North Carolina Biotechnology Center,biotechnology,2033000,operating,USA,NC,2,2/3/2015,2/3/2015,1,0 days 00:00:00.000000000,,1016500,0,0,1,1,biotech,South
4405,North Dallas Surgical Center,health diagnostics|hospitals|medical professionals,1080000,operating,USA,TN,1,8/9/2010,8/9/2010,0,0 days 00:00:00.000000000,,1080000,0,0,0,1,medical/pharma,South
4406,North Georgia Healthcare Center,health and wellness,175200,operating,USA,GA,1,2/12/2014,2/12/2014,1,0 days 00:00:00.000000000,,175200,0,0,1,1,healthcare,South
4407,North Palm Beach County Surgery Center,health and wellness,192000,operating,USA,FL,1,11/9/2010,11/9/2010,1,0 days 00:00:00.000000000,,192000,0,0,0,1,healthcare,South
4408,North Shore InnoVentures,biotechnology,311500,operating,USA,MA,2,8/16/2011,6/25/2013,1,679 days 00:00:00.000000000,679 days 00:00:00.000000000,155750,679,679,1,2,biotech,Northeast
4409,NorthStar Anesthesia,healthcare services|medical|services,50000,operating,USA,TX,1,10/10/2013,10/10/2013,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,South
4410,Northstar Biosciences,biotechnology,163800,operating,USA,CT,1,9/30/2011,9/30/2011,1,0 days 00:00:00.000000000,,163800,0,0,0,1,biotech,Northeast
4411,Northwest Biotherapeutics,biotechnology,113895000,ipo,USA,MD,5,12/9/2010,4/3/2015,1,1083 days 00:00:00.000000000,394 days 00:00:00.000000000,22779000,394,1083,1,1,biotech,South
4412,Northwest Medical Isotopes,health care,830000,operating,USA,OR,1,1/8/2013,1/8/2013,1,0 days 00:00:00.000000000,,830000,0,0,0,1,healthcare,West
4413,Nortis,biotechnology,2651095,operating,USA,WA,3,3/26/2014,3/19/2015,1,107 days 00:00:00.000000000,179 days 00:00:00.000000000,883698.3333,179,107,1,1,biotech,West
4414,Notable Labs,biotechnology|health and wellness|health care|testing,120000,operating,USA,CA,2,12/1/2014,9/1/2015,1,274 days 00:00:00.000000000,274 days 00:00:00.000000000,120000,274,274,1,3,healthcare,West
4415,NotesFirst,health and wellness,170118,operating,USA,CA,2,2/26/2012,10/7/2014,1,954 days 00:00:00.000000000,954 days 00:00:00.000000000,85059,954,954,1,1,healthcare,West
4416,Nova Medical Centers,health care,100000,operating,USA,IN,1,1/1/2010,1/1/2010,1,0 days 00:00:00.000000000,,21732739.24,0,0,0,1,healthcare,Midwest
4417,NovaBay Pharmaceuticals,health care,15134300,ipo,USA,CA,1,3/19/2015,3/19/2015,1,0 days 00:00:00.000000000,,15134300,0,0,1,1,healthcare,West
4418,NovaCardia,healthcare services|medical|pharmaceuticals,48000000,acquired,USA,CA,1,9/24/2006,9/24/2006,0,0 days 00:00:00.000000000,,48000000,0,0,1,6,medical/pharma,West
4419,Novacea,biotechnology,35000000,operating,USA,CA,1,1/8/2004,1/8/2004,0,0 days 00:00:00.000000000,,35000000,0,0,1,6,biotech,West
4420,Novacept,health care|hospitals|medical,30000000,acquired,USA,CA,1,3/4/2002,3/4/2002,1,0 days 00:00:00.000000000,,30000000,0,0,1,2,medical/pharma,West
4421,NovaDigm Therapeutics,biotechnology,34588274,operating,USA,ND,2,2/20/2013,10/3/2013,1,225 days 00:00:00.000000000,225 days 00:00:00.000000000,17294137,225,225,1,2,biotech,Midwest
4422,Novadiol,biotechnology,1095000,operating,USA,KS,1,7/11/2014,7/11/2014,0,0 days 00:00:00.000000000,,1095000,0,0,1,1,biotech,Midwest
4423,Novaerus,diagnostics|health care|medical devices,10000000,operating,USA,IL,1,11/19/2014,11/19/2014,1,0 days 00:00:00.000000000,,10000000,0,0,1,2,medical devices,Midwest
4424,Novalar Pharmaceuticals,biotechnology,31000999,operating,USA,CA,2,11/2/2007,7/16/2010,0,987 days 00:00:00.000000000,987 days 00:00:00.000000000,15500499.5,987,987,0,3,biotech,West
4425,Novalere FP,business development|health care|information services|technology,6500000,operating,USA,MA,1,3/11/2013,3/11/2013,1,0 days 00:00:00.000000000,,6500000,0,0,0,1,healthcare,Northeast
4426,Novan,biotechnology|pharmaceuticals,86825085,operating,USA,NC,7,7/1/2009,3/30/2015,1,566 days 00:00:00.000000000,349 days 16:00:00.000000000,12403583.57,349,566,1,1,medical/pharma,South
4427,NovaRay Medical,health care,7200000,operating,USA,CA,2,11/1/2009,3/26/2010,1,145 days 00:00:00.000000000,145 days 00:00:00.000000000,3600000,145,145,0,1,healthcare,West
4428,Novare Surgical,health care,16000000,closed,USA,CA,1,10/4/2006,10/4/2006,1,0 days 00:00:00.000000000,,16000000,0,0,0,6,healthcare,West
4429,NovaSom,biotechnology,46077411,operating,USA,MD,3,1/21/2011,6/6/2014,1,157 days 00:00:00.000000000,616 days 00:00:00.000000000,15359137,616,157,1,3,biotech,South
4430,NovaSys,biotechnology,49500000,closed,USA,AR,1,5/16/2008,5/16/2008,1,0 days 00:00:00.000000000,,49500000,0,0,0,10,biotech,South
4431,NOVASYS MEDICAL,health care,70447308,closed,USA,CA,3,4/30/2004,1/11/2012,1,1902 days 00:00:00.000000000,1406 days 00:00:00.000000000,23482436,1406,1902,0,7,healthcare,West
4432,NovaTarg Therapeutics,biotechnology,3200000,operating,USA,NC,1,9/29/2015,9/29/2015,1,0 days 00:00:00.000000000,,3200000,0,0,1,1,biotech,South
4433,NovaTract Surgical,health care,4370000,operating,USA,CT,6,11/10/2010,2/20/2015,1,126 days 00:00:00.000000000,312 days 14:24:00.000000000,728333.3333,312,126,1,7,healthcare,Northeast
4434,Novavax,bio-pharm|health care|medical|pharmaceuticals,183600000,ipo,USA,MD,2,9/13/2013,9/29/2015,0,746 days 00:00:00.000000000,746 days 00:00:00.000000000,91800000,746,746,1,1,medical/pharma,South
4435,Novel Therapeutic Technologies,biotechnology,75000000,operating,USA,DE,1,12/19/2011,12/19/2011,1,0 days 00:00:00.000000000,,75000000,0,0,0,1,biotech,South
4436,Novelix Pharmaceuticals,biotechnology,253103,operating,USA,CA,1,10/23/2009,10/23/2009,1,0 days 00:00:00.000000000,,253103,0,0,0,1,biotech,West
4437,NovelMed Therapeutics,biotechnology,1430000,operating,USA,OH,1,9/11/2013,9/11/2013,1,0 days 00:00:00.000000000,,1430000,0,0,1,1,biotech,Midwest
4438,Novelos Therapeutics,biotechnology,53850000,ipo,USA,WI,5,9/9/2009,2/7/2014,1,46 days 00:00:00.000000000,403 days 00:00:00.000000000,10770000,403,46,1,1,biotech,Midwest
4439,Novia CareClinics,health and wellness,3780000,operating,USA,IN,3,5/20/2009,6/2/2011,1,266 days 00:00:00.000000000,371 days 12:00:00.000000000,1260000,371,266,0,1,healthcare,Midwest
4440,Novian Health,health and wellness,24700000,operating,USA,IL,3,2/3/2013,1/16/2015,1,357 days 00:00:00.000000000,356 days 00:00:00.000000000,8233333.333,356,357,1,1,healthcare,Midwest
4441,NoviMedicine,health and wellness,20000,closed,USA,KY,1,6/1/2012,6/1/2012,1,0 days 00:00:00.000000000,,20000,0,0,0,1,healthcare,South
4442,Novira Therapeutics,biotechnology,39495233,acquired,USA,PA,4,7/26/2011,12/24/2014,1,607 days 00:00:00.000000000,415 days 16:00:00.000000000,9873808.25,415,607,1,7,biotech,Northeast
4443,Novita Pharmaceuticals,biotechnology,2000000,operating,USA,NY,1,1/1/2011,1/1/2011,0,0 days 00:00:00.000000000,,2000000,0,0,0,1,biotech,Northeast
4444,Novita Therapeutics,biotechnology,4745000,operating,USA,KS,5,11/17/2009,10/21/2013,1,59 days 00:00:00.000000000,358 days 12:00:00.000000000,1186250,358,59,1,1,biotech,Midwest
4445,Novocor Medical Systems,biotechnology,961000,operating,USA,NC,1,8/30/2013,8/30/2013,1,0 days 00:00:00.000000000,,961000,0,0,1,1,biotech,South
4446,Sample6,biotechnology|health diagnostics,14750000,operating,USA,MA,3,5/31/2011,11/14/2014,1,862 days 00:00:00.000000000,631 days 12:00:00.000000000,4916666.667,631,862,1,5,healthcare,Northeast
4447,Novopyxis,biotechnology|medical|therapeutics,343000,operating,USA,MA,1,7/22/2014,7/22/2014,1,0 days 00:00:00.000000000,,343000,0,0,1,1,medical/pharma,Northeast
4448,"Novu, LLC",health and wellness|health care|health care information technology,20000000,operating,USA,MN,1,4/7/2015,4/7/2015,1,0 days 00:00:00.000000000,,20000000,0,0,1,2,healthcare,Midwest
4449,RevPoint Healthcare Technologies,health care|healthcare services|medical,2050000,acquired,USA,TN,2,8/12/2008,4/24/2009,1,255 days 00:00:00.000000000,255 days 00:00:00.000000000,1025000,255,255,1,1,medical/pharma,South
4450,Nu-B-2B,beauty|health and wellness,13500,operating,USA,IA,1,11/6/2013,11/6/2013,1,0 days 00:00:00.000000000,,13500,0,0,1,1,healthcare,Midwest
4451,Nu-Med Plus,biotechnology,369153,operating,USA,UT,4,3/1/2012,4/22/2015,1,791 days 00:00:00.000000000,382 days 08:00:00.000000000,92288.25,382,791,1,1,biotech,West
4452,Nu-Pulse,biotechnology,3299800,operating,USA,AZ,2,5/19/2011,6/23/2014,1,1131 days 00:00:00.000000000,1131 days 00:00:00.000000000,1649900,1131,1131,1,1,biotech,West
4453,Nuclea Biotechnologies,biotechnology|health diagnostics,27650420,operating,USA,MA,9,6/10/2009,2/20/2013,1,555 days 00:00:00.000000000,168 days 21:00:00.000000000,3072268.889,168,555,0,1,healthcare,Northeast
4454,Nucleonics,biotechnology|health care|medical,49200000,operating,USA,PA,1,6/2/2004,6/2/2004,0,0 days 00:00:00.000000000,,49200000,0,0,1,7,medical/pharma,Northeast
4455,Nudge,health and wellness,1350000,operating,USA,VA,2,3/3/2014,11/23/2015,1,630 days 00:00:00.000000000,630 days 00:00:00.000000000,675000,630,630,1,1,healthcare,South
4456,NudgeRx,health and wellness,679996,operating,USA,WA,3,4/7/2011,10/5/2012,1,389 days 00:00:00.000000000,273 days 12:00:00.000000000,226665.3333,273,389,0,1,healthcare,West
4457,Nuelle,health and wellness,15000000,operating,USA,CA,2,1/10/2014,4/20/2015,1,465 days 00:00:00.000000000,465 days 00:00:00.000000000,15000000,465,465,1,2,healthcare,West
4458,NuGEN Technologies,biotechnology,18679995,operating,USA,CA,4,8/20/2003,9/26/2014,1,2415 days 00:00:00.000000000,1351 days 16:00:00.000000000,4669998.75,1351,2415,1,7,biotech,West
4459,NuGene International,health and wellness,640000,operating,USA,CA,2,5/11/2015,10/8/2015,1,150 days 00:00:00.000000000,150 days 00:00:00.000000000,320000,150,150,1,1,healthcare,West
4460,NuLabel,biotechnology,5548097,operating,USA,RI,10,6/1/2009,3/1/2015,1,518 days 00:00:00.000000000,233 days 05:20:00.000000000,1849365.667,233,518,1,3,biotech,Northeast
4461,NuLife Recovery,health and wellness|internet,300000,operating,USA,CA,1,7/6/2013,7/6/2013,1,0 days 00:00:00.000000000,,300000,0,0,1,1,healthcare,West
4462,Numblebee,health care|manufacturing|medical,120000,operating,USA,AR,1,6/16/2010,6/16/2010,1,0 days 00:00:00.000000000,,120000,0,0,0,1,medical/pharma,South
4463,NuMe Health,biotechnology,2175000,closed,USA,LA,2,7/26/2011,5/16/2012,1,295 days 00:00:00.000000000,295 days 00:00:00.000000000,1087500,295,295,0,1,biotech,South
4464,NuMedii,biotechnology,5500000,operating,USA,CA,2,6/26/2013,8/17/2015,1,782 days 00:00:00.000000000,782 days 00:00:00.000000000,2750000,782,782,1,5,biotech,West
4465,Numerate,biotechnology,13740487,operating,USA,CA,2,3/1/2009,6/6/2014,1,1923 days 00:00:00.000000000,1923 days 00:00:00.000000000,6870243.5,1923,1923,1,4,biotech,West
4466,Numira Biosciences,biotechnology,5782738,operating,USA,UT,3,3/21/2007,3/7/2013,1,848 days 00:00:00.000000000,1089 days 00:00:00.000000000,2891369,1089,848,0,4,biotech,West
4467,Nuon Therapeutics,biotechnology,48050000,operating,USA,CA,4,7/20/2007,8/12/2010,1,283 days 00:00:00.000000000,373 days 00:00:00.000000000,12012500,373,283,0,3,biotech,West
4468,Nuovo Biologics,biotechnology,1000000,operating,USA,FL,1,4/18/2011,4/18/2011,1,0 days 00:00:00.000000000,,1000000,0,0,0,1,biotech,South
4469,NuPathe,biotechnology|healthcare services,93062500,acquired,USA,PA,5,9/12/2006,10/23/2012,1,681 days 00:00:00.000000000,558 days 06:00:00.000000000,18612500,558,681,1,7,healthcare,Northeast
4470,NuPotential,biotechnology,725000,operating,USA,LA,2,6/12/2013,3/5/2014,1,266 days 00:00:00.000000000,266 days 00:00:00.000000000,362500,266,266,1,1,biotech,South
4471,Nura,biotechnology,9500000,operating,USA,WA,1,9/23/2004,9/23/2004,1,0 days 00:00:00.000000000,,9500000,0,0,1,4,biotech,West
4472,Nurep Inc.,health care information technology|hospitals|medical devices|mobile|mobile health|physicians,1524000,operating,USA,CA,1,1/28/2015,1/28/2015,1,0 days 00:00:00.000000000,,1524000,0,0,1,5,medical devices,West
4473,Nurix,biotechnology,28200000,operating,USA,CA,2,5/17/2012,5/22/2014,1,735 days 00:00:00.000000000,735 days 00:00:00.000000000,14100000,735,735,1,2,biotech,West
4474,Nuro Pharma,biotechnology,738384,closed,USA,NV,2,7/11/2012,6/19/2013,1,343 days 00:00:00.000000000,343 days 00:00:00.000000000,369192,343,343,0,1,biotech,West
4475,Nuron Biotech,biotechnology,52705658,operating,USA,PA,2,1/3/2013,2/12/2014,1,405 days 00:00:00.000000000,405 days 00:00:00.000000000,26352829,405,405,1,1,biotech,Northeast
4476,NurseGrid,business analytics|health care|hospitals|saas,1160000,operating,USA,OR,1,6/22/2015,6/22/2015,1,0 days 00:00:00.000000000,,1160000,0,0,1,1,healthcare,West
4477,Nursing Home Quality,fitness|healthcare services|medical,225000,operating,USA,CO,1,8/11/2009,8/11/2009,0,0 days 00:00:00.000000000,,225000,0,0,0,1,medical/pharma,West
4478,NuScriptRx,health care,30479384,operating,USA,TN,7,9/18/2009,6/11/2013,1,731 days 00:00:00.000000000,227 days 00:00:00.000000000,5079897.333,227,731,1,8,healthcare,South
4479,Nusirt,biotechnology|manufacturing|medical,13983353,operating,USA,TN,5,6/1/2012,5/13/2015,1,92 days 00:00:00.000000000,269 days 00:00:00.000000000,2796670.6,269,92,1,5,medical/pharma,South
4480,Nutech Medical,biotechnology,325000,operating,USA,AL,1,2/1/2011,2/1/2011,1,0 days 00:00:00.000000000,,325000,0,0,0,1,biotech,South
4481,Nutek Orthopaedics,biotechnology,3474998,operating,USA,FL,2,4/30/2009,7/17/2012,1,1174 days 00:00:00.000000000,1174 days 00:00:00.000000000,1737499,1174,1174,0,1,biotech,South
4482,NutraMed,biotechnology,12500000,operating,USA,CA,1,1/5/2014,1/5/2014,1,0 days 00:00:00.000000000,,12500000,0,0,1,2,biotech,West
4483,Nutraspace,health and wellness,600000,operating,USA,TX,1,10/20/2011,10/20/2011,1,0 days 00:00:00.000000000,,600000,0,0,0,1,healthcare,South
4484,Nutrisystem,health and wellness,300000,ipo,USA,PA,1,12/20/2002,12/20/2002,1,0 days 00:00:00.000000000,,300000,0,0,1,1,healthcare,Northeast
4485,Nutritionix,fitness|groceries|health and wellness|nutrition,120000,operating,USA,DC,1,6/1/2011,6/1/2011,1,0 days 00:00:00.000000000,,120000,0,0,0,1,healthcare,South
4486,NuVasive,biotechnology|health care,65262984,ipo,USA,CA,3,6/1/2002,10/19/2011,1,712 days 00:00:00.000000000,1713 days 12:00:00.000000000,21754328,1713,712,1,1,healthcare,West
4487,Nuvilex,biotechnology,1136000,operating,USA,MD,1,12/27/2013,12/27/2013,1,0 days 00:00:00.000000000,,1136000,0,0,1,1,biotech,South
4488,NuvoMed,health care,925653,operating,USA,WA,2,1/22/2014,4/13/2015,1,446 days 00:00:00.000000000,446 days 00:00:00.000000000,462826.5,446,446,1,1,healthcare,West
4489,Nvigen,biotechnology|clinical trials|life sciences|nanotechnology,1116749,operating,USA,CA,2,2/18/2014,3/18/2014,1,28 days 00:00:00.000000000,28 days 00:00:00.000000000,1116749,28,28,1,2,medical/pharma,West
4490,NVISION MEDICAL,biotechnology,4279999,operating,USA,CA,2,2/7/2012,4/25/2013,0,443 days 00:00:00.000000000,443 days 00:00:00.000000000,2139999.5,443,443,0,1,biotech,West
4491,NX Pharmagen,biotechnology,6080974,operating,USA,KY,3,1/1/2012,3/12/2015,1,540 days 00:00:00.000000000,583 days 00:00:00.000000000,2026991.333,583,540,1,1,biotech,South
4492,NxThera,health care,86600000,operating,USA,MN,3,10/4/2011,12/3/2015,1,876 days 00:00:00.000000000,760 days 12:00:00.000000000,28866666.67,760,876,1,4,healthcare,Midwest
4493,Nymirum,biotechnology,550000,operating,USA,CA,1,5/22/2009,5/22/2009,1,0 days 00:00:00.000000000,,550000,0,0,0,1,biotech,West
4494,O&P Pro,medical|software,50000,operating,USA,IL,1,4/22/2014,4/22/2014,1,0 days 00:00:00.000000000,,50000,0,0,1,1,medical/pharma,Midwest
4495,O2 Medtech,health care,7144321,operating,USA,CA,3,5/18/2010,8/30/2011,0,290 days 00:00:00.000000000,234 days 12:00:00.000000000,2381440.333,234,290,0,1,healthcare,West
4496,Oak Street Health,health care|hospitals,40000000,operating,USA,IL,1,3/11/2015,3/11/2015,1,0 days 00:00:00.000000000,,40000000,0,0,1,2,healthcare,Midwest
4497,"Obaa, Inc.",augmented reality|google glass|health care|mobile health|video conferencing|wearables,60000,operating,USA,MA,3,1/2/2015,8/24/2015,1,135 days 00:00:00.000000000,117 days 00:00:00.000000000,20000,117,135,1,3,medical devices,Northeast
4498,Obalon Therapeutics,health care,68899998,operating,USA,CA,6,3/26/2012,1/14/2015,1,114 days 00:00:00.000000000,204 days 19:12:00.000000000,11483333,204,114,1,2,healthcare,West
4499,Obeo Health,health and wellness|health care|hospitals,4500000,operating,USA,CA,1,3/31/2014,3/31/2014,1,0 days 00:00:00.000000000,,4500000,0,0,1,1,healthcare,West
4500,Obesity PPM,health and wellness|medical,50000,operating,USA,VA,1,6/18/2015,6/18/2015,1,0 days 00:00:00.000000000,,0,0,0,1,1,medical/pharma,South
4501,OBMedical,health care,2300000,operating,USA,FL,1,7/29/2014,7/29/2014,1,0 days 00:00:00.000000000,,2300000,0,0,1,5,healthcare,South
4502,Ocata Therapeutics,biotechnology,10000000,acquired,USA,MA,1,8/19/2015,8/19/2015,1,0 days 00:00:00.000000000,,10000000,0,0,1,1,biotech,Northeast
4503,Oceana Therapeutics,biotechnology,3000000,acquired,USA,NJ,1,5/26/2009,5/26/2009,1,0 days 00:00:00.000000000,,3000000,0,0,1,1,biotech,Northeast
4504,Oceans Healthcare,health and wellness,17000000,operating,USA,LA,1,1/29/2013,1/29/2013,1,0 days 00:00:00.000000000,,17000000,0,0,0,1,healthcare,South
4505,Ocean's Halo,consumer goods|health care,1700000,operating,USA,CA,1,11/12/2013,11/12/2013,1,0 days 00:00:00.000000000,,1700000,0,0,1,6,healthcare,West
4506,Ocera Therapeutics,biotechnology,49500150,ipo,USA,CA,3,3/30/2012,8/3/2015,1,586 days 00:00:00.000000000,610 days 12:00:00.000000000,16500050,610,586,1,10,biotech,West
4507,Ocimum Biosolutions,biotechnology|health diagnostics,8000000,operating,USA,MD,1,1/18/2011,1/18/2011,1,0 days 00:00:00.000000000,,8000000,0,0,0,2,healthcare,South
4508,OCP Collective,medical|service providers|services,6368603,operating,USA,NY,5,12/2/2011,6/1/2015,0,252 days 00:00:00.000000000,319 days 06:00:00.000000000,3184301.5,319,252,1,1,medical/pharma,Northeast
